Disease,Medication
Graves disease,Bosentan (Tracleer)
Dissociative disorder,Zolpidem (Ambien)
Dissociative disorder,Aripiprazole (Abilify)
Dissociative disorder,Duloxetine (Cymbalta)
Dissociative disorder,Ramelteon (Rozerem)
Dissociative disorder,Ropinirole
Dissociative disorder,Mirtazapine
Dissociative disorder,Fluoxetine (Prozac)
Dissociative disorder,Quetiapine (Seroquel)
Dissociative disorder,Trazodone
Dissociative disorder,Clonazepam
Dissociative disorder,Bupropion (Wellbutrin)
Dissociative disorder,Venlafaxine (Effexor)
Dissociative disorder,Risperidone
Open wound of the face,Tetanus Toxoid Vaccine (Adacel)
Open wound of the face,Bacitracin (Septa)
Open wound of the face,Povidone Iodine Topical (Betadine)
Open wound of the face,Chlorhexidine Topical
Open wound of the face,Ketamine
Open wound of the face,Benzoin Topical
Open wound of the face,Lidocaine-Tetracaine Topical
Open wound of the face,Clofibrate
Open wound of the face,Fibrin Sealant Topical
Open wound of the face,Sterile Water
Open wound of the face,Bacitracin Topical
Dislocation of the vertebra,Hydrocodone
Dislocation of the vertebra,Dexamethasone Topical Product
Dislocation of the vertebra,Erythromycin Ophthalmic
Dislocation of the vertebra,Propofol
Dislocation of the vertebra,Carisoprodol (Soma)
Dislocation of the vertebra,Cefazolin
Dislocation of the vertebra,Fentanyl
Dislocation of the vertebra,Mecamylamine
Dislocation of the vertebra,Grepafloxacin (Raxar)
Dislocation of the vertebra,Malathion Topical
Dislocation of the vertebra,Gemtuzumab (Mylotarg)
Phimosis,Betamethasone Topical Product
Phimosis,Alteplase
Phimosis,Rocuronium
Phimosis,Hydrogen Peroxide Topical
Phimosis,Sevoflurane
Phimosis,Cyproheptadine
Hyperemesis gravidarum,Ondansetron (Zofran)
Hyperemesis gravidarum,Promethazine
Hyperemesis gravidarum,Metoclopramide
Hyperemesis gravidarum,Nitrofurantoin
Hyperemesis gravidarum,Pyridoxine
Hyperemesis gravidarum,Miconazole Topical Product
Hyperemesis gravidarum,Propylthiouracil
Hyperemesis gravidarum,Methyldopa
Hyperemesis gravidarum,Trimethobenzamide (Tigan)
Hyperemesis gravidarum,Doxylamine (Unisom)
Pregnancy,Multivitam
Pregnancy,Oxytocin
Pregnancy,Rho(D) Immune Globulin (Rhogam)
Pregnancy,Multivitamin With Iron
Pregnancy,Rubella Virus Vaccine
Pregnancy,Hydroxyprogesterone (Makena)
Pregnancy,Doxylamine (Unisom)
Pregnancy,Butoconazole Topical
Pregnancy,Dinoprostone Topical
Pregnancy,Ceftibuten (Cedax)
Thalassemia,Folic Acid
Thalassemia,Haemophilus B Conjugate Vaccine (Obsolete)
Thalassemia,Hepatitis A Vaccine (Obsolete)
Thalassemia,Penicillin
Thalassemia,Ergocalciferol
Thalassemia,Imatinib (Gleevec)
Thalassemia,Oxytocin
Thalassemia,Infliximab (Remicade)
Thalassemia,Fluocinonide Topical
Thalassemia,Triamcinolone Nasal Product
Thalassemia,Terazosin
Thalassemia,Mecamylamine
Placenta previa,Thioridazine
Placenta previa,Calcium Citrate
Placenta previa,Betamethasone Topical Product
Epidural hemorrhage,Cefazolin
Epidural hemorrhage,Phenytoin (Dilantin)
Epidural hemorrhage,Factor Ix
Epidural hemorrhage,Fosphenytoin
Epidural hemorrhage,Eletriptan (Relpax)
Epidural hemorrhage,Atropine (Uaa)
Epidural hemorrhage,Tizanidine
Epidural hemorrhage,Dexamethasone
Epidural hemorrhage,Levetiracetam (Keppra)
Epidural hemorrhage,Aripiprazole (Abilify)
Epidural hemorrhage,Topiramate (Topamax)
Epidural hemorrhage,Midazolam (Versed)
Epidural hemorrhage,Divalproex Sodium (Depakote)
Septic arthritis,Vancomycin
Septic arthritis,Linezolid (Zyvox)
Septic arthritis,Cefazolin
Septic arthritis,Eszopiclone (Lunesta)
Septic arthritis,Dicyclomine
Septic arthritis,Ampicillin
Septic arthritis,Propofol
Septic arthritis,Oxacillin
Septic arthritis,Nevirapine
Septic arthritis,Chlorzoxazone
Septic arthritis,Rocuronium
Athlete's foot,Clotrimazole Topical
Athlete's foot,Terbinafine Topical
Athlete's foot,Ketoconazole
Athlete's foot,Nystatin Topical Product
Athlete's foot,Econazole Topical
Athlete's foot,Fluconazole (Diflucan)
Athlete's foot,Ciclopirox Topical
Athlete's foot,Betamethasone-Clotrimazole Topical
Athlete's foot,Clobetasol Topical
Athlete's foot,Triamcinolone
Athlete's foot,Naftifine Topical
Athlete's foot,Griseofulvin
Athlete's foot,Butenafine Topical
Pleural effusion,Carboplatin
Pleural effusion,Cholecalciferol
Pleural effusion,Sodium Polystyrene Sulfonate (Kayexalate)
Pleural effusion,Fondaparinux (Arixtra)
Pleural effusion,Fludrocortisone
Pleural effusion,Lidocaine-Prilocaine Topical
Pleural effusion,Cefepime
Pleural effusion,Aprepitant (Emend)
Pleural effusion,Everolimus (Afinitor)
Pleural effusion,Norfloxacin
Aphakia,Prednisolone Ophthalmic
Aphakia,Gatifloxacin (Zymar)
Aphakia,Nepafenac Ophthalmic
Aphakia,Travoprost (Travatan)
Aphakia,Moxifloxacin (Avelox)
Aphakia,Pilocarpine Ophthalmic
Aphakia,Cyclopentolate Ophthalmic
Aphakia,Ampicillin
Aphakia,Bimatoprost Ophthalmic
Aphakia,Brimonidine Ophthalmic
Aphakia,Tropicamide Ophthalmic
Aphakia,Colistin Sulfate Otic
Aphakia,Dexamethasone Ophthalmic
Vulvar disorder,Estroge
Vulvar disorder,Estradiol
Vulvar disorder,Fluconazole (Diflucan)
Vulvar disorder,Valacyclovir (Valtrex)
Vulvar disorder,Norethindrone (Loestrin Fe)
Vulvar disorder,Midrin
Vulvar disorder,Metronidazole Topical Product
Vulvar disorder,Dandelion Extract
Vulvar disorder,Etonogestrel (Implanon)
Vulvar disorder,Sibutramine (Meridia)
Vulvar disorder,Acetic Acid Topical
Vulvar disorder,Pentosan Polysulphate Sodium (Elmiron)
Vitamin B deficiency,Vitamin B 12
Vitamin B deficiency,Ergocalciferol
Vitamin B deficiency,Folic Acid
Vitamin B deficiency,Butenafine Topical
Vitamin B deficiency,Ursodiol (Urso)
Vitamin B deficiency,Pyridoxine
Vitamin B deficiency,Indomethacin
Vitamin B deficiency,Potassium Chloride
Vitamin B deficiency,Carbamazepine
Vitamin B deficiency,Fenofibrate (Tricor)
Vitamin B deficiency,Triamcinolone
Vitamin B deficiency,Moxifloxacin (Avelox)
Vitamin B deficiency,Allopurinol
Sialoadenitis,Clindamycin
Sialoadenitis,Augmentin
Sialoadenitis,Zosyn
Sialoadenitis,Olopatadine Nasal
Sialoadenitis,Ciclesonide Nasal
Sialoadenitis,Terbinafine (Lamisil)
Sialoadenitis,Cefadroxil
Sialoadenitis,Iohexol (Omnipaque)
Sialoadenitis,Chlorhexidine Topical
Gynecomastia,Cefazolin
Gynecomastia,Propofol
Gynecomastia,Exenatide (Byetta)
Gynecomastia,Tamoxifen
Gynecomastia,Dutasteride (Avodart)
Gynecomastia,Pegvisomant (Somavert)
Gynecomastia,Zileuton (Zyflo)
Gynecomastia,Thiopental (Pentothal)
Gynecomastia,Vecuronium
Gynecomastia,Biotin
Gynecomastia,Chlorpheniramine (C.P.M.)
Urinary tract infection,Ciprofloxacin
Urinary tract infection,Bactrim
Urinary tract infection,Nitrofurantoin
Urinary tract infection,Levofloxacin (Levaquin)
Urinary tract infection,Phenazopyridine (Azo)
Urinary tract infection,Trimethoprim
Urinary tract infection,Cefixime (Suprax)
Urinary tract infection,Oxacillin
Urinary tract infection,Cefpodoxime
Urinary tract infection,Clofazimine
Urinary tract infection,Trospium (Sanctura)
Histoplasmosis,Itraconazole
Histoplasmosis,Metoprolol
Histoplasmosis,Buspirone (Buspar)
Histoplasmosis,Kaletra
Histoplasmosis,Cetirizine (Zyrtec)
Histoplasmosis,Esomeprazole (Nexium)
Histoplasmosis,Pyrimethamine
Histoplasmosis,Lecithin
Histoplasmosis,Ethambutol
Histoplasmosis,Atovaquone
Histoplasmosis,Leflunomide (Arava)
Histoplasmosis,Garlic Preparation (Kwai)
Erythema multiforme,Diphenhydramine (Benadryl)
Erythema multiforme,Prednisolone
Erythema multiforme,Hydroxyzine
Erythema multiforme,Reserpine (Hhr)
Erythema multiforme,Mineral Oil (Stye)
Erythema multiforme,Selenium Sulfide Topical
Erythema multiforme,Hydralazine
Erythema multiforme,Clotrimazole Topical
Erythema multiforme,Labetalol
Erythema multiforme,Erythromycin
Erythema multiforme,Acyclovir
Erythema multiforme,Mecamylamine
Scoliosis,Glycopyrrolate
Scoliosis,Levocarnitine
Scoliosis,Acetylcysteine
Scoliosis,Drospirenone
Scoliosis,Penicillamine (Depen)
Scoliosis,Potassium Phosphate
Scoliosis,Bosentan (Tracleer)
Scoliosis,Varicella-Zoster Immune Globulin
Bunion,Bupivacaine
Bunion,Midazolam (Versed)
Bunion,Propofol
Bunion,Cefazolin
Bunion,Indomethacin
Bunion,Estrone (Estrogenic)
Bunion,Trolamine Salicylate Topical
Bunion,Flumazenil
Bunion,Neostigmine
Bunion,Ferrous Sulfate
Bunion,Econazole Topical
Bunion,Dexmethylphenidate (Focalin)
Bunion,Bimatoprost Ophthalmic
Arrhythmia,Diltiazem
Arrhythmia,Amiodarone
Arrhythmia,Isosorbide
Arrhythmia,Flecainide
Arrhythmia,Adenosine
Arrhythmia,Sotalol
Arrhythmia,Propafenone
Arrhythmia,Mexiletine
Arrhythmia,Cilostazol
Arrhythmia,Metolazone
Arrhythmia,Ibutilide
Arrhythmia,Dronedarone (Multaq)
Arrhythmia,Famciclovir
Paget disease,Alendronate
Paget disease,Amlodipine
Paget disease,Celecoxib (Celebrex)
Paget disease,Risperidone
Paget disease,Alfuzosin (Uroxatral)
Paget disease,Timolol
Paget disease,Memantine (Namenda)
Paget disease,Colchicine
Paget disease,Sennosid
Paget disease,Hydralazine
Paget disease,Finasteride (Propecia)
Trigeminal neuralgia,Carbamazepine
Trigeminal neuralgia,Gabapentin
Trigeminal neuralgia,Oxcarbazepine (Trileptal)
Trigeminal neuralgia,Pregabalin (Lyrica)
Trigeminal neuralgia,Baclofen
Trigeminal neuralgia,Lamotrigine (Lamictal)
Trigeminal neuralgia,Eletriptan (Relpax)
Trigeminal neuralgia,Desloratadine (Clarinex)
Trigeminal neuralgia,Butalbital (G-1)
Trigeminal neuralgia,Entacapone (Comtan)
Trigeminal neuralgia,Bromocriptine
Trigeminal neuralgia,Diclofenac Topical Product
Ankylosing spondylitis,Triamcinolone Topical Product
Ankylosing spondylitis,Infliximab (Remicade)
Ankylosing spondylitis,Methotrexate
Ankylosing spondylitis,Bupivacaine
Ankylosing spondylitis,Mepivacaine (Carbocaine)
Ankylosing spondylitis,Etanercept (Enbrel)
Ankylosing spondylitis,Piroxicam
Ankylosing spondylitis,Tizanidine
Ankylosing spondylitis,Sulfasalazine
Ankylosing spondylitis,Iohexol (Omnipaque)
Ankylosing spondylitis,Indomethacin
Ankylosing spondylitis,Ethanol (On Guard)
Ankylosing spondylitis,Adalimumab (Humira)
Peripheral nerve disorder,Gabapentin
Peripheral nerve disorder,Pregabalin (Lyrica)
Peripheral nerve disorder,Duloxetine (Cymbalta)
Peripheral nerve disorder,Amitriptyline
Peripheral nerve disorder,Nortriptyline
Peripheral nerve disorder,Ropinirole
Peripheral nerve disorder,Tenofovir
Peripheral nerve disorder,Lamivudine
Peripheral nerve disorder,Capsaicin Topical
Peripheral nerve disorder,Ubiquinone (Q10)
Peripheral nerve disorder,Immunoglobuli
Sebaceous cyst,Tretinoin Topical
Sebaceous cyst,Clindamycin Topical Product
Sebaceous cyst,Tacrolimus Topical Product
Sebaceous cyst,Hexachlorophene Topical
Sebaceous cyst,Benzoyl Peroxide-Erythromycin Topical
Sebaceous cyst,Aluminum Acetate Topical
Sebaceous cyst,Procaine (Novocaine)
Sebaceous cyst,Indinavir
Sebaceous cyst,Estrone (Estrogenic)
Poisoning due to antipsychotics,Charcoal
Poisoning due to antipsychotics,Benztropine
Poisoning due to antipsychotics,Divalproex Sodium (Depakote)
Poisoning due to antipsychotics,Flumazenil
Poisoning due to antipsychotics,Naloxone (Suboxone)
Poisoning due to antipsychotics,Sorbitol
Poisoning due to antipsychotics,Sodium Bicarbonate
Poisoning due to antipsychotics,Cefuroxime
Poisoning due to antipsychotics,Thiamine
Poisoning due to antipsychotics,Propofol
Poisoning due to antipsychotics,Haloperidol
Poisoning due to antipsychotics,Mecamylamine
Behcet disease,Alendronate
Behcet disease,Lidocaine
Behcet disease,Calcifediol
Behcet disease,Ferric Subsulfate Topical
Behcet disease,Iopamidol (Isovue)
Behcet disease,Clorazepate
Behcet disease,Infliximab (Remicade)
Behcet disease,Tacrolimus (Prograf)
Behcet disease,Budesonide Nasal Product
Behcet disease,Ropinirole
Behcet disease,Vitamin E (Vita-E)
Neurosis,Divalproex Sodium (Depakote)
Neurosis,Risperidone
Neurosis,Benztropine
Neurosis,Haloperidol
Neurosis,Olanzapine (Zyprexa)
Neurosis,Lithium (Li)
Neurosis,Charcoal
Neurosis,Chlordiazepoxide
Neurosis,Fluphenazine (Prolixin)
Neurosis,Valproic Acid
Neurosis,Naloxone (Suboxone)
Neurosis,Acetylcysteine
Neurosis,Acamprosate (Campral)
Prostate cancer,Leuprolide (Lupron)
Prostate cancer,Tamsulosin (Flomax)
Prostate cancer,Bicalutamide (Casodex)
Prostate cancer,Sildenafil (Viagra)
Prostate cancer,Zoledronic Acid (Reclast)
Prostate cancer,Tadalafil (Cialis)
Prostate cancer,Finasteride (Propecia)
Prostate cancer,Triptorelin
Prostate cancer,Paclitaxel (Taxol)
Prostate cancer,Goserelin (Zoladex)
Prostate cancer,Vardenafil (Levitra)
Prostate cancer,Dutasteride (Avodart)
Prostate cancer,Megestrol (Megace)
Cerebral edema,Ipratropium
Cerebral edema,Fluconazole (Diflucan)
Cerebral edema,Topiramate (Topamax)
Cerebral edema,Docusate (Colace)
Cerebral edema,Lansoprazole (Prevacid)
Cerebral edema,Labetalol
Cerebral edema,Lamotrigine (Lamictal)
Cerebral edema,Amitriptyline
Cerebral edema,Mannitol
Cerebral edema,Somatropin
Cerebral edema,Minoxidil (Rogaine)
Cerebral edema,Zonisamide
Dislocation of the finger,Cefazolin
Dislocation of the finger,Povidone Iodine Topical (Betadine)
Dislocation of the finger,Tocilizumab (Actemra)
Dislocation of the finger,Pentazocine (Talwin)
Dislocation of the finger,Neomycin (Septa)
Dislocation of the finger,Pirbuterol (Maxair)
Dislocation of the finger,Ketamine
Dislocation of the finger,Fluocinonide Topical
Birth trauma,Zidovudine
Birth trauma,Phenobarbital
Birth trauma,Carbamazepine
Birth trauma,Nystatin Topical Product
Birth trauma,Mecamylamine
Birth trauma,Grepafloxacin (Raxar)
Birth trauma,Malathion Topical
Birth trauma,Gemtuzumab (Mylotarg)
Birth trauma,Gadoteridol (Prohance)
Birth trauma,Devil'S Claw Preparation
Birth trauma,Isocarboxazid (Marplan)
Chronic pancreatitis,Hydromorphone (Dilaudid)
Chronic pancreatitis,Pantoprazole
Chronic pancreatitis,Oxycodone
Chronic pancreatitis,Pancrelipase (Pancrease)
Chronic pancreatitis,Pancreatin
Chronic pancreatitis,Methadone
Chronic pancreatitis,Megestrol (Megace)
Chronic pancreatitis,Sucralfate (Carafate)
Chronic pancreatitis,Bisacodyl (The Magic Bullet)
Chronic pancreatitis,Sennosid
Chronic pancreatitis,Thiamine
Chronic pancreatitis,Secretin
Hematoma,Buspirone (Buspar)
Hematoma,Nadolol
Hematoma,Thyroid (Usp) (Armour Thyroid)
Hematoma,Benzonatate
Hematoma,Tigecycline
Hematoma,Anagrelide
Hematoma,Sodium Hypochlorite Topical
Hematoma,Lutein
Hematoma,Carboplatin
Hematoma,Alfuzosin (Uroxatral)
Hematoma,Letrozole (Femara)
Carcinoid syndrome,Octreotide
Carcinoid syndrome,Oxycodone
Carcinoid syndrome,Esomeprazole (Nexium)
Carcinoid syndrome,Atenolol
Carcinoid syndrome,Furosemide
Carcinoid syndrome,Sodium Chloride (Deep Sea)
Carcinoid syndrome,Air
Carcinoid syndrome,Mecamylamine
Carcinoid syndrome,Troleandomycin
Carcinoid syndrome,Indium Oxyquinoline In-111 (Indium In-111 Oxyquinoline)
Carcinoid syndrome,Pipecuronium (Arduan)
Open wound of the head,Lidocaine
Open wound of the head,Tetanus Toxoid Vaccine (Adacel)
Open wound of the head,Bacitracin (Septa)
Open wound of the head,Povidone Iodine Topical (Betadine)
Open wound of the head,Tetracaine (One Touch)
Open wound of the head,Hydrogen Peroxide Topical
Open wound of the head,Diphtheria Toxoid Vaccine (Prohibit)
Open wound of the head,Ketamine
Open wound of the head,Bacitracin Ophthalmic
Open wound of the head,Tetanus Immune Globul
Open wound of the head,Tetracaine Topical Product
Seborrheic keratosis,Tretinoin Topical
Seborrheic keratosis,Clobetasol Topical
Seborrheic keratosis,Fluorouracil
Seborrheic keratosis,Fluocinonide Topical
Seborrheic keratosis,Metronidazole Topical Product
Seborrheic keratosis,Imiquimod Topical
Seborrheic keratosis,Urea Topical
Seborrheic keratosis,Ketoconazole Topical
Seborrheic keratosis,Sodium Sulfacetamide-Sulfur Topical
Seborrheic keratosis,Ciclopirox Topical
Seborrheic keratosis,Aluminum Chloride Hexahydrate Topical
Seborrheic keratosis,Tacrolimus Topical Product
Burn,Silver Sulfadiazine Topical
Burn,Bacitracin (Septa)
Burn,Tetanus Toxoid Vaccine (Adacel)
Burn,Iodine Topical
Burn,Silver Nitrate Topical Each
Burn,Emollien
Burn,Aloe Vera Topical
Burn,Benzalkonium Chloride-Lidocaine Topical
Burn,Bacitracin Topical
Burn,Collagen
Burn,Sterile Water
Burn,Tetanus Immune Globul
Spontaneous abortion,Methylergonovine (Methergine)
Spontaneous abortion,Misoprostol
Spontaneous abortion,Oxytocin
Spontaneous abortion,Rho(D) Immune Globulin (Rhogam)
Spontaneous abortion,Oxazepam
Spontaneous abortion,Cefoxitin
Spontaneous abortion,Clomiphene (Clomid)
Spontaneous abortion,Human Chorionic Gonadotropin (Hcg)
Genital herpes,Acyclovir
Genital herpes,Valacyclovir (Valtrex)
Genital herpes,Fluconazole (Diflucan)
Genital herpes,Famciclovir
Genital herpes,Terconazole Topical
Genital herpes,Emtricitabine-Tenofovir
Genital herpes,Ritonavir (Norvir)
Genital herpes,Nonoxynol 9 Topical
Genital herpes,Pimecrolimus Topical
Genital herpes,Podophyllum Resin Topical
Genital herpes,Reserpine (Hhr)
Genital herpes,Trifluridine Ophthalmic
Genital herpes,Cabergoline
Adjustment reaction,Dexmethylphenidate (Focalin)
Adjustment reaction,Guanfacine (Intuniv)
Adjustment reaction,Tetrabenazine
Adjustment reaction,Charcoal-Sorbitol
Adjustment reaction,Sodium Salicylate
Adjustment reaction,Diethylpropion (Tenuate)
Adjustment reaction,Magnesium Hydroxide (M.A.H.)
Adjustment reaction,Disulfiram (Antabuse)
Gallstone,Dicyclomine
Gallstone,Glycopyrrolate
Gallstone,Rocuronium
Gallstone,Sevoflurane
Gallstone,Neostigmine
Gallstone,Arnica Topical
Gallstone,Cefotetan
Gallstone,Deferasirox (Exjade)
Gallstone,Nitrous Oxide
Gallstone,Dexlansoprazole (Dexilant)
Multiple sclerosis,Interferon Beta-1A (Avonex)
Multiple sclerosis,Glatiramer (Copaxone)
Multiple sclerosis,Baclofen
Multiple sclerosis,Modafinil (Provigil)
Multiple sclerosis,Oxybutynin
Multiple sclerosis,Tizanidine
Multiple sclerosis,Natalizumab (Tysabri)
Multiple sclerosis,Tolterodine (Detrol)
Multiple sclerosis,Amantadine
Multiple sclerosis,Solifenacin (Vesicare)
Multiple sclerosis,Azathioprine
Multiple sclerosis,Cyclophosphamide
Multiple sclerosis,Armodafinil (Nuvigil)
Zenker diverticulum,Midazolam (Versed)
Zenker diverticulum,Meperidine (Demerol)
Zenker diverticulum,Tamsulosin (Flomax)
Zenker diverticulum,Epinastine Ophthalmic
Zenker diverticulum,Zoster Vaccine Live
Zenker diverticulum,Azelastine Nasal
Zenker diverticulum,Triamcinolone Nasal Product
Zenker diverticulum,Rabeprazole (Aciphex)
Zenker diverticulum,Niacin
Zenker diverticulum,Ramipril
Zenker diverticulum,Meloxicam
Fracture of the pelvis,Etomidate
Fracture of the pelvis,Pamidronate
Fracture of the pelvis,Vecuronium
Fracture of the pelvis,Diphtheria Toxoid Vaccine (Prohibit)
Fracture of the pelvis,Flecainide
Fracture of the pelvis,Calcium Polycarbophil (Fibercon)
